ISBN,Publication Year,Original Title,Authors,One Star Reviews,Two Star Reviews,Three Star Reviews,Four Star Reviews,Five Star Reviews
1593072953,1994.0,Sin City: The Big Fat Kill,Frank Miller,167,432,2503,5293,5261
7120842,1942.0,The Moving Finger,Agatha Christie,125,855,5508,7365,4630
042516098X,1996.0,Hornet's Nest,Patricia Cornwell,892,2186,4858,3409,2207
785267239,1997.0,The Sacred Romance Drawing Closer To The Heart Of God,"John Eldredge, Brent Curtis",262,617,2165,3211,4222
590590898,1987.0,There's a Boy in the Girls' Bathroom,Louis Sachar,346,933,3488,4763,5563
037321099X,2013.0,Crash Into You,Katie McGarry,213,639,3073,7314,11241
375504877,2010.0,Colonel Roosevelt,Edmund Morris,364,611,2153,4276,5782
081120958X,1949.0,Selected Poems,"William Carlos Williams, Charles Tomlinson",170,395,1977,4458,5108
553100351,1998.0,Star Wars: Vision of the Future,Timothy Zahn,60,414,2790,5081,4563
4103534230,2009.0,1Q84 Book 2 [Ichi-kyū-hachi-yon],Haruki Murakami,123,506,2418,5299,4252
,2014.0,How to Be Both,Ali Smith,692,1196,2881,4009,2855
60724560,2006.0,Princess on the Brink,Meg Cabot,431,1675,6203,6016,5041
140435476,1887.0,The Woodlanders,"Thomas Hardy, Patricia Ingham",337,700,2965,4313,3327
312591845,2014.0,,Jane Green,397,1156,3844,4506,2350
385524927,2009.0,While My Sister Sleeps,Barbara Delinsky,203,789,3736,5043,3524
142000957,2001.0,Killing Pablo: The Hunt for the World's Greatest Outlaw,Mark Bowden,75,382,2679,5273,2894
1451672721,2012.0,Gold,Chris Cleave,256,1000,4091,5524,2552
1554682746,2009.0,Wondrous Strange,Lesley Livingston,708,1854,5541,6115,5373
60731427,2004.0,How Soccer Explains the World: An Unlikely Theory of Globalization,Franklin Foer,246,669,2794,3715,2520
141183047,1913.0,Livro do Desassossego,"Fernando Pessoa, Richard Zenith",140,289,1046,3052,8605
1401232086,2012.0,"Batman: Earth One, Volume 1","Geoff Johns, Gary Frank, Jon Sibal, Brad Anderson, Rob Leigh",183,540,2182,4644,4560
159448841X,2012.0,,"Anne Lamott, Sam Lamott",656,1122,2930,3241,2921
425204332,2005.0,Undead and Unappreciated,MaryJanice Davidson,180,905,5749,7615,5680
1455525898,2014.0,Blue Labyrinth,"Douglas Preston, Lincoln Child",99,380,2108,5469,4609
670022209,2011.0,Malcolm X: A Life of Reinvention,Manning Marable,251,364,1757,3875,5631
60723513,1990.0,Mutant Message Down Under,Marlo Morgan,665,1069,2633,3940,4116
440244501,2009.0,Ashes of Midnight,Lara Adrian,115,634,3549,7405,9027
081091610X,2007.0,Once Upon a Crime,"Michael Buckley, Peter Ferguson",135,365,2428,5186,7609
891343377,1985.0,Keys to Drawing,Bert Dodson,350,587,2082,2721,4325
1401213162,2007.0,"Fables, Volume 9: Sons of Empire","Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",115,299,2204,6002,6799
451461991,2008.0,Embrace the Night,Karen Chance,218,732,4013,7287,7872
586026193,1962.0,The Ipcress File,Len Deighton,140,485,3094,5115,3689
679450815,1979.0,The Boston Cooking-School Cook Book 1896,"Marion Cunningham, Fannie Merritt Farmer, Archibald Candy Corporation",296,580,2517,3761,5873
,2006.0,واحة الغروب,بهاء طاهر,270,706,2531,4203,2860
1450572375,2010.0,,Keary Taylor,623,1545,3921,4541,4423
156478214X,1967.0,The Third Policeman,Flann O'Brien,331,710,2206,4156,4901
375424490,2009.0,Tea Time for the Traditionally Built,Alexander McCall Smith,44,242,3138,7801,5622
60827629,2006.0,"Starlight (Warriors: The New Prophecy, #4)",Erin Hunter,125,468,2637,4793,8696
,2012.0,Feral Sins,Suzanne Wright,657,1224,3882,8561,11350
867199032,1930.0,Tintin au pays des Soviets,"Hergé, Leslie Lonsdale-Cooper, Michael Turner",525,1495,2998,3022,3722
1439102414,2011.0,Flash and Bones,Kathy Reichs,114,850,4674,6405,4440
1594206627,2015.0,Eileen,Ottessa Moshfegh,671,1878,4671,4824,1875
142333745X,2007.0,Creation in Death ,J.D. Robb,38,228,2368,6639,9319
670062405,2007.0,Llama Llama Mad at Mama,Anna Dewdney,224,468,1986,3968,7639
345547497,2014.0,Cop Town,Karin Slaughter,274,780,3299,5612,4032
810949792,2004.0,Graffiti World: Street Art from Five Continents,"Nicholas Ganz, Tristan Manco",263,632,1875,2278,4040
399216197,1989.0,Lon Po Po,Ed Young,262,626,3197,4759,5707
316065765,2007.0,The Blood of Flowers,Anita Amirrezvani,123,581,2988,5880,3846
140367357,1902.0,Five Children and It ,E. Nesbit,354,1106,4620,6341,5653
,2013.0,2 ضباط,Essam Youssef,532,942,2165,2727,2498
671000314,1985.0,"Flood Tide (Dirk Pitt, #14)",Clive Cussler,63,499,3623,5199,3290
62380877,2016.0,This Savage Song,Victoria Schwab,185,662,3593,9472,8547
62003941,2011.0,Bloodlust,"L.J. Smith, Kevin Williamson, Julie Plec",340,770,2498,2875,5641
425226735,2009.0,,Nalini Singh,94,384,3022,7861,10806
1481404547,2016.0,The Unexpected Everything,Morgan Matson,234,778,3731,8374,7358
727853414,1985.0,Exit to Eden,"Anne Rampling, Anne Rice",518,1761,4429,3722,3348
1423121716,2010.0,Percy Jackson: The Ultimate Guide,"Mary-Jane Knight, Rick Riordan",201,753,2966,3946,6759
802120202,2012.0,Alif the Unseen,G. Willow Wilson,258,793,3062,5407,3311
345465296,1974.0,The Complete Guide to Middle-Earth,"Robert Foster, J.R.R. Tolkien",204,444,2030,2914,5342
1451655789,2010.0,Hothouse Flower,Lucinda Riley,315,1022,3256,4962,3612
1533134138,2016.0,The Bird and the Sword,Amy Harmon,142,536,2009,5152,8066
1857231082,1987.0,The Black Unicorn ,Terry Brooks,135,1068,4933,5479,3717
743487672,1899.0,The Awakening and Selected Short Stories,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",486,1096,3210,4735,4565
316113786,2008.0,Say You're One of Them,Uwem Akpan,642,1558,3843,4184,2431
547229895,2009.0,The Crossing Places,Elly Griffiths,188,689,3967,6974,3853
152024174,2007.0,Peak,Roland Smith,297,714,2873,5278,4865
99448874,1997.0,Steget efter,"Henning Mankell, Ebba Segerberg",98,289,2329,6177,4279
553264907,1979.0,The Devil's Alternative,Frederick Forsyth,69,337,2425,4473,3332
1476799202,2017.0,,Alice Hoffman,159,533,2807,7173,4705
670038318,2006.0,Sovereign ,C.J. Sansom,48,193,1728,5947,6158
749932945,1999.0,Envy,Sandra Brown,142,461,2448,5282,5964
1401212409,2005.0,Batman: Batman and Son,"Grant Morrison, Andy Kubert, John Van Fleet, Jesse Delperdang",279,777,2804,3604,3196
684800012,1984.0,On Food and Cooking: The Science and Lore of the Kitchen,Harold McGee,97,172,991,2883,6993
810993589,2007.0,Magic and Other Misdemeanors,"Michael Buckley, Peter Ferguson",124,344,2217,5104,7844
345519477,2011.0,In Bed with a Highlander,Maya Banks,352,1017,4232,8395,8364
679736638,1967.0,The Confessions of Nat Turner,William Styron,252,606,2525,4677,3985
1580628362,2003.0,Please Stop Laughing at Me... One Woman's Inspirational Story,Jodee Blanco,410,865,2339,3171,3629
345477480,2007.0,,Drew Karpyshyn,58,309,2133,4269,4690
184756190X,2011.0,A Girl Like You,Gemma Burgess,368,802,2752,4029,4765
,2015.0,,Whitney G.,326,757,3128,7238,7515
765309416,2006.0,The Android's Dream,John Scalzi,139,456,2947,6299,3812
743217187,1988.0,Cuentos de Eva Luna,Isabel Allende,112,617,3093,5159,4086
767901576,1997.0,Awakening the Buddha Within : Tibetan Wisdom for the Western World,Lama Surya Das,119,305,1788,3680,4632
,2003.0,Long Time Coming,Edie Claire,343,991,3384,4480,3472
316014532,2007.0,Story of a Girl,Sara Zarr,391,1430,4626,4886,3731
,2013.0,High Heat,Lee Child,211,709,3092,4919,4222
62338307,2015.0,,Kim van Alkemade,273,922,3541,5159,2354
399158812,2012.0,Delusion in Death,J.D. Robb,88,253,2227,6131,8291
743435745,1994.0,Field of Dishonor,David Weber,59,305,2372,5900,5973
1936365537,2012.0,How Music Works,David Byrne,380,518,2214,4018,3886
1250019699,2014.0,Save the Date,Mary Kay Andrews,202,632,3229,5133,3416
965913228,2004.0,Oracle Night,Paul Auster,138,684,3198,4656,2431
575073608,1970.0,Time and Again,Jack Finney,265,852,2972,5177,5118
,2014.0,One Lavender Ribbon ,Heather Burch,401,1107,2943,3839,3764
882706306,1969.0,Run Baby Run,"Nicky Cruz, Jamie Buckingham",103,288,2018,3442,5220
452264014,1986.0,Fences (The Century Cycle #6),August Wilson,269,943,3198,4640,3784
340863684,1940.0,Tortured for Christ,Richard Wurmbrand,102,275,1322,2910,5683
1250076927,2016.0,The Two-Family House,Lynda Cohen Loigman,136,611,2976,5847,3750
6280943,1947.0,Miracles: A Preliminary Study,C.S. Lewis,194,490,2233,3992,4685
1598878735,2009.0,"The Talent Code: Unlocking the Secret of Skill in Sports, Art, Music, Math, and Just About Everything Else","Daniel Coyle, John Farrell",147,476,2308,4618,4494
670016381,2014.0,Dear Daughter,Elizabeth Little,562,1439,3924,4036,1861
,2015.0,The Mermaid's Sister,Carrie Anne Noble,302,1080,3643,4081,2558
140284125,1923.0,The Inimitable Jeeves ,P.G. Wodehouse,40,211,1949,5885,6125
786901896,1995.0,Dragons of Summer Flame,"Margaret Weis, Tracy Hickman",222,936,3556,4387,3973
446402400,2009.0,The Secret Speech,Tom Rob Smith,150,655,3738,5741,2683
307272583,2010.0,Star Island,Carl Hiaasen,418,1645,5304,4755,1922
345495160,2007.0,Un Lun Dun,China Miéville,440,1116,3761,5736,4440
1421506262,2005.0,"デスノート #5 (Desu Nōto) Hakushi (白紙,) ","Tsugumi Ohba, Takeshi Obata",77,341,2110,5082,8702
1401324436,2011.0,Heat Rises,Richard Castle,79,512,3986,6457,4053
805080759,1991.0,Homicide: A Year on the Killing Streets,David Simon,101,250,1226,3913,6545
425183238,1947.0,Mrs. Mike,"Benedict Freedman, Nancy Freedman",145,508,2600,5183,5928
1476791619,2015.0,A Work in Progress,Connor Franta,246,554,1678,3466,8879
62285505,2014.0,The Enchanted,Rene Denfeld,314,744,2646,5185,4524
718155181,2010.0,The Left Hand of God ,Paul  Hoffman,458,1235,3704,5021,2949
006221635X,2013.0,How to Love,Katie Cotugno,484,1280,3648,4528,3908
375758232,2000.0,Paris to the Moon,Adam Gopnik,329,900,3067,4305,3006
385613504,2010.0,You Against Me,Jenny Downham,538,1455,4543,5752,4190
439717000,2005.0,A Dog's Life: Autobiography of a Stray,Ann M. Martin,155,528,2156,3782,5994
439441722,2005.0,The Will of the Empress,Tamora Pierce,236,720,3077,5668,7888
345530411,2012.0,"The Secret Race: Inside the Hidden World of the Tour de France: Doping, Cover-ups, and Winning at All Costs","Tyler Hamilton, Daniel Coyle",77,125,1040,4300,4881
142002038,1958.0,Dr. No,Ian Fleming,121,754,4202,5509,2874
62291408,2013.0,El juego de Ripper,"Isabel Allende, Oliver Brock, Frank Wynne",893,1983,4163,3484,1606
9649051759,1965.0,ماهی سیاه کوچولو,Samad Behrangi,127,387,1465,2562,3539
141181362,1970.0,Fifth Business,Robertson Davies,265,712,2360,5062,5179
618829253,2008.0,"Hello, Cupcake!: Irresistibly Playful Creations Anyone Can Make","Alan    Richardson, Karen Tack",214,586,2243,3074,4587
1439133913,2010.0,,Larry Correia,90,264,1866,5341,5818
752865366,2004.0,Nights of Rain and Stars,Maeve Binchy,282,1158,4544,5117,3036
61944394,2009.0,Big Nate on a Roll,Lincoln Peirce,203,382,1326,2469,5960
1467964409,2011.0,Wife by wednesday,Catherine Bybee,347,1115,4645,6122,4139
804467250,1979.0,"The  Bedside, Bathtub and Armchair Companion to Agatha Christie","Dick Riley, Pam McAllister, Bruce Cassiday",141,323,1775,2879,5287
,2014.0,,L.A. Casey,685,1085,3200,6079,9035
1451650051,2012.0,"Shadow's Claim (The Dacians, #1)",Kresley Cole,171,509,2618,6842,9776
034553283X,2014.0,Glitter and Glue,Kelly Corrigan,225,731,3308,5116,2607
805077642,1955.0,A Night to Remember,"Walter Lord, Nathaniel Philbrick",138,524,3037,5376,4469
393062627,2010.0,The Lonely Polygamist,Brady Udall,584,1632,4142,5134,2277
446677167,1995.0,Stormy Weather,Carl Hiaasen,80,400,3125,5729,3401
739318926,2009.0,That Old Cape Magic,"Richard Russo, Arthur Morey",452,1951,6065,4768,1225
425227944,2010.0,The Darkest Hour,Maya Banks,267,707,3440,7593,9198
038553504X,2011.0,The Devil All the Time,Donald Ray Pollock,175,465,1738,4643,4231
,2013.0,A Long Way Home,Saroo Brierley,226,644,4103,9746,8999
60827645,2006.0,Twilight,Erin Hunter,138,473,2514,4665,8914
1400033888,2003.0,İstanbul: Hatıralar ve Şehir,Orhan Pamuk,250,959,3249,4592,3080
452286107,2004.0,The Second Assistant: A Tale from the Bottom of the Hollywood Ladder,"Clare Naylor, Mimi Hare",425,1424,3843,3363,2460
140436146,1844.0,The Life and Adventures of Martin Chuzzlewit,"Charles Dickens, Patricia Ingham, Hablot Knight Browne",366,909,3134,4410,3818
043985802X,1996.0,"Darkness, Be My Friend",John Marsden,57,369,2694,5620,5154
,2009.0,UR,Stephen King,263,1237,4601,4822,2961
449206521,1947.0,Tales of the South Pacific,James A. Michener,105,492,2716,4544,4397
330487140,1979.0,A Bend in the River,V.S. Naipaul,348,935,3129,4595,3213
553447432,2016.0,Evicted: Poverty and Profit in the American City,Matthew Desmond,98,251,1329,5234,10414
,2012.0,The Assassin and the Empire,Sarah J. Maas,140,341,1882,5040,10594
,2013.0,Misbehaving,Abbi Glines,143,586,3358,6936,8416
1447256239,2015.0,The Invisible Library,Genevieve Cogman,340,1180,4730,7010,3552
449911608,1991.0,Saint Maybe,Anne Tyler,109,569,3804,5963,3523
375714677,2006.0,,"Marjane Satrapi, Anjali Singh",154,794,4092,5824,3546
618665455,2007.0,Deep and Dark and Dangerous: A Ghost Story,Mary Downing Hahn,157,533,2225,3915,6775
1416554955,2008.0,"Harry, A History: The True Story of a Boy Wizard, His Fans, and Life Inside the Harry Potter Phenomenon","Melissa Anelli, J.K. Rowling",337,715,2386,3149,5941
545054745,2008.0,Marcelo in the Real World,Francisco X. Stork,331,821,3263,6213,5073
451190556,1996.0,"The Green Mile, Part 4: The Bad Death of Eduard Delacroix",Stephen King,44,153,1158,3561,8530
,2010.0,Daun Yang Jatuh Tak Pernah Membenci Angin,Tere Liye,335,581,2047,3152,3886
439925509,2007.0,Alcatraz Versus the Evil Librarians,Brandon Sanderson,328,937,3729,5745,4635
145210655X,2012.0,Darth Vader and Son,Jeffrey Brown,263,568,2661,5065,6750
068482471X,1995.0,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,276,592,2164,3717,4543
8370541291,1999.0,Pani Jeziora,Andrzej Sapkowski,138,516,1796,4451,7092
042518546X,2001.0,Open Season,C.J. Box,207,551,3187,5730,3702
1599908735,2012.0,Palace of Stone,Shannon Hale,128,684,4142,6875,5060
812997530,2015.0,Hausfrau,Jill Alexander Essbaum,813,2033,4001,3468,1527
751534552,2001.0,Legally Blonde,Amanda Brown,517,1174,3135,3102,3392
,2016.0,Truthwitch,Susan Dennard,554,1196,4013,8321,6582
006054094X,2002.0,1421: The Year China Discovered America,Gavin Menzies,790,1077,2810,3578,2716
374386153,2012.0,A Wrinkle in Time: The Graphic Novel,"Hope Larson, Madeleine L'Engle",370,761,2749,4061,4709
679767959,1983.0,Heartburn,Nora Ephron,391,1547,4680,5116,2714
316211338,2012.0,Tigers in Red Weather,Liza Klaussmann,384,1648,4701,4531,1618
451210743,2002.0,Hornet Flight,Ken Follett,91,621,3756,5961,2950
99464691,1993.0,Den vita lejoninnan,"Henning Mankell, Laurie Thompson",144,662,3684,6022,3193
553290983,1990.0,"Elven Star (The Death Gate Cycle, #2)","Margaret Weis, Tracy Hickman",126,727,3352,5590,4828
802170374,2007.0,Flight: A Novel,Sherman Alexie,188,652,3064,4976,3549
631231277,1953.0,Philosophische Untersuchungen,"Ludwig Wittgenstein, G.E.M. Anscombe",240,389,1389,2869,5198
,2012.0,Endure,Carrie Jones,312,848,3297,5016,7203
,2015.0, Kaleidoscope Hearts,Claire Contreras,267,841,3496,7484,7187
312187149,1996.0,Enemy of God,Bernard Cornwell,35,140,1337,4681,6547
,2013.0,,Harper Sloan,237,600,3112,8487,12296
,2014.0,Mud Vein,Tarryn Fisher,477,1046,2611,4882,7945
609804618,1998.0,Our Dumb Century: The Onion Presents 100 Years of Headlines from America's Finest News Source,"Scott Dikkers, Maria Schneider, John Krewson, Robert Siegel, David Javerbaum, Todd Hanson, Carol Kolb, Mike Loew, Tim Harrod",120,317,1929,3918,4914
60521600,2003.0,Ice Hunt,James Rollins,99,497,2872,5209,4670
425212017,2006.0,Strange Candy,Laurell K. Hamilton,549,1505,4160,3895,4926
312997124,1983.0,First Among Equals,Jeffrey Archer,127,552,3227,4914,3120
553374117,1993.0,Black Holes and Baby Universes and Other Essays,Stephen Hawking,136,431,1927,3547,4086
6473296,1977.0,"The Chronicles of Thomas Covenant, the Unbeliever",Stephen R. Donaldson,782,1067,2482,3783,4216
425243915,2011.0,Archangel's Blade,Nalini Singh,151,590,3344,8111,11107
671739166,1926.0,The Story of Philosophy,Will Durant,153,425,1850,3751,4110
679724532,1979.0,The Gnostic Gospels,Elaine Pagels,262,553,2676,4544,3750
385338902,2007.0,How to Talk to a Widower,Jonathan Tropper,99,409,2598,5595,3317
345324390,1913.0,The Gods of Mars,Edgar Rice Burroughs,88,601,3841,5296,3418
1442364459,2015.0,The Survivor,"Vince Flynn, Kyle Mills, Armand Schultz",105,299,1770,4902,5064
575100133,2011.0,,Nalini Singh,127,338,2057,6237,13453
802122515,2014.0,An Untamed State,Roxane Gay,280,624,1953,4550,4630
374116342,2008.0,Breath,Tim Winton,201,751,2895,4755,2755
890420254,1952.0,Diagnostic and Statistical Manual of Mental Disorders DSM-IV-TR (Text Revision),American Psychiatric Association,471,738,2229,2948,3769
6514944,1995.0,A Monstrous Regiment of Women,Laurie R. King,112,561,3704,7788,5840
312850530,1995.0,Alvin Journeyman (Tales of Alvin Maker #4),Orson Scott Card,147,878,4537,5391,2834
1423183096,2013.0,Rose Under Fire,Elizabeth Wein,430,523,2029,5764,6318
1413903177,2003.0,よつばと! 1,"Kiyohiko Azuma, あずま きよひこ",213,469,1622,3359,7780
803283857,1932.0,Black Elk Speaks,"Black Elk, John G. Neihardt",114,407,2010,3837,4574
385529376,2009.0,"The Accidental Billionaires: The Founding of Facebook: A Tale of Sex, Money, Genius and Betrayal",Ben Mezrich,309,1288,4213,4124,1834
034083384X,2007.0,The Sleeping Doll,Jeffery Deaver,149,549,3401,5877,3850
084394952X,2002.0,Dark Legend,Christine Feehan,80,420,2356,5197,9202
1401200605,2002.0,Batman Hush #1,"Jeph Loeb, Jim Lee, Scott Williams",1350,1408,5013,9223,15063
778313654,2012.0,One Breath Away,Heather Gudenkauf,161,653,3113,5820,4584
743292511,2009.0,The Devil's Punchbowl,Greg Iles,155,458,2461,5478,4500
142500593,2001.0,Empress of the World,Sara Ryan,405,1069,3166,3114,3509
345507460,2008.0,Welcome to the Jungle,Jim Butcher,102,427,2946,5164,5334
553803190,2010.0,Blackout,Connie Willis,532,1242,3658,6441,4831
,2013.0,,Bella Forrest,151,529,2553,4635,6198
307393879,2011.0,The Red Garden,Alice Hoffman,323,1205,4590,5987,3194
1405204664,1933.0,Le Roi Babar,Jean de Brunhoff,210,592,2811,3625,7147
006174266X,2012.0,Ungifted,Gordon Korman,283,548,2593,4806,4497
1400031605,1982.0,Noises Off,Michael Frayn,240,469,2030,4163,5995
440225450,1999.0,The Final Detail,Harlan Coben,76,353,3200,6669,4184
380817934,2005.0,Olympos,Dan Simmons,206,766,2765,4945,4016
802715524,2005.0,A History of the World in 6 Glasses,Tom Standage,182,794,3820,5184,2708
451470893,2015.0,,Karen   White,149,458,2377,5070,3517
446697435,2005.0,The Widow of the South,Robert Hicks,338,1067,3548,4953,3336
,2013.0,,Jennifer L. Armentrout,359,860,3213,7023,9016
1414358466,2011.0,Courageous,"Randy Alcorn, Alex Kendrick, Stephen Kendrick",65,141,878,2325,6727
763644102,2009.0,The Magician's Elephant,"Kate DiCamillo, Yoko Tanaka",255,1109,4342,5960,4442
345477243,2001.0,Back When We Were Grownups,Anne Tyler,315,1422,5501,5341,2053
097496090X,1914.0,The Dead,James Joyce,232,651,2152,3785,5195
,2004.0,قمر على سمرقند,"محمد المنسي قنديل, Mohamed Mansi Qandil",386,587,1976,3765,3263
,2013.0,,Aleatha Romig,310,470,1897,4814,10733
1606840584,2010.0,The Lost Saint,Bree Despain,297,835,3234,4991,6355
553807145,2009.0,Relentless,Dean Koontz,394,1016,4015,4940,3297
038070613X,1987.0,Taliesin. Book I of the Pendragon Cycle,Stephen R. Lawhead,206,714,2902,5017,4695
446695645,2002.0,,Carl Hiaasen,76,559,3936,5824,2732
,2013.0,المرحوم,حسن كمال,576,1071,2526,2854,1993
812532597,1992.0,The Memory of Earth,Orson Scott Card,382,1352,4570,4874,2479
006170654X,2009.0,Wench,Dolen Perkins-Valdez,197,1014,4313,5753,2543
451412702,2009.0,Curse the Dawn,Karen Chance,188,585,3296,6766,7950
805423516,2000.0,Praying God's Word: Breaking Free From Spiritual Strongholds,Beth Moore,70,175,1128,2648,6370
679772669,1987.0,In the Skin of a Lion,Michael Ondaatje,281,844,2885,4556,3867
